periodname,organisationunitname,105-EP01c. Malaria Confirmed (B/s and RDT Positive),outlier
2023-08-01,Lulyango Health Centre II,340.0,False
2023-09-01,Lulyango Health Centre II,342.0,False
2023-10-01,Lulyango Health Centre II,307.0,False
2023-11-01,Lulyango Health Centre II,329.0,False
2023-12-01,Lulyango Health Centre II,213.0,False
2024-01-01,Lulyango Health Centre II,225.0,False
2024-02-01,Lulyango Health Centre II,287.8181818181818,False
2023-03-01,Lututuru Prisons Health Centre II,34.0,False
2023-04-01,Lututuru Prisons Health Centre II,58.0,False
2023-05-01,Lututuru Prisons Health Centre II,87.0,False
2023-06-01,Lututuru Prisons Health Centre II,32.0,True
2023-07-01,Lututuru Prisons Health Centre II,78.0,False
2023-08-01,Lututuru Prisons Health Centre II,95.0,False
2023-09-01,Lututuru Prisons Health Centre II,85.0,False
2023-10-01,Lututuru Prisons Health Centre II,120.0,True
2023-11-01,Lututuru Prisons Health Centre II,74.0,False
2023-12-01,Lututuru Prisons Health Centre II,77.0,False
2024-01-01,Lututuru Prisons Health Centre II,74.0,False
2024-02-01,Lututuru Prisons Health Centre II,74.0,False
2023-03-01,Madi Kiloch Health Centre II,315.0,False
2023-04-01,Madi Kiloch Health Centre II,135.0,True
2023-05-01,Madi Kiloch Health Centre II,334.0,False
2023-06-01,Madi Kiloch Health Centre II,356.0,False
2023-07-01,Madi Kiloch Health Centre II,419.0,True
2023-08-01,Madi Kiloch Health Centre II,277.0,False
2023-09-01,Madi Kiloch Health Centre II,178.0,False
2023-10-01,Madi Kiloch Health Centre II,343.0,False
2023-11-01,Madi Kiloch Health Centre II,285.0,False
2023-12-01,Madi Kiloch Health Centre II,212.0,False
2024-01-01,Madi Kiloch Health Centre II,193.0,False
2024-02-01,Madi Kiloch Health Centre II,277.0,False
2023-03-01,Madi-Opei Health Centre IV,116.0,True
2023-04-01,Madi-Opei Health Centre IV,137.0,False
2023-05-01,Madi-Opei Health Centre IV,576.0,False
2023-06-01,Madi-Opei Health Centre IV,923.0,False
2023-07-01,Madi-Opei Health Centre IV,869.0,False
2023-08-01,Madi-Opei Health Centre IV,1251.0,True
2023-09-01,Madi-Opei Health Centre IV,1111.0,False
2023-10-01,Madi-Opei Health Centre IV,1016.0,False
2023-11-01,Madi-Opei Health Centre IV,830.0,False
2023-12-01,Madi-Opei Health Centre IV,886.0,False
2024-01-01,Madi-Opei Health Centre IV,771.5,False
2024-02-01,Madi-Opei Health Centre IV,771.5,False
2023-03-01,Marie Stopes Uganda Gulu Health Centre II,8.0,True
2023-04-01,Marie Stopes Uganda Gulu Health Centre II,18.0,False
2023-05-01,Marie Stopes Uganda Gulu Health Centre II,45.0,False
2023-06-01,Marie Stopes Uganda Gulu Health Centre II,52.0,False
2023-07-01,Marie Stopes Uganda Gulu Health Centre II,51.0,False
2023-08-01,Marie Stopes Uganda Gulu Health Centre II,55.0,True
2023-09-01,Marie Stopes Uganda Gulu Health Centre II,48.0,False
2023-10-01,Marie Stopes Uganda Gulu Health Centre II,38.0,False
2023-11-01,Marie Stopes Uganda Gulu Health Centre II,37.0,False
2023-12-01,Marie Stopes Uganda Gulu Health Centre II,44.0,False
2024-01-01,Marie Stopes Uganda Gulu Health Centre II,36.0,False
2024-02-01,Marie Stopes Uganda Gulu Health Centre II,20.0,False
2023-03-01,Mary Immaculate Health Centre II,82.0,False
2023-04-01,Mary Immaculate Health Centre II,82.0,False
2023-05-01,Mary Immaculate Health Centre II,82.0,False
2023-06-01,Mary Immaculate Health Centre II,82.0,False
2023-07-01,Mary Immaculate Health Centre II,82.0,False
2023-08-01,Mary Immaculate Health Centre II,82.0,False
2023-09-01,Mary Immaculate Health Centre II,82.0,False
2023-10-01,Mary Immaculate Health Centre II,82.0,False
2023-11-01,Mary Immaculate Health Centre II,82.0,False
2023-12-01,Mary Immaculate Health Centre II,82.0,False
2024-01-01,Mary Immaculate Health Centre II,82.0,False
2024-02-01,Mary Immaculate Health Centre II,82.0,False
2023-03-01,Mary Queen Of Peace Health Centre III,49.0,True
2023-04-01,Mary Queen Of Peace Health Centre III,95.0,False
2023-05-01,Mary Queen Of Peace Health Centre III,79.0,False
2023-06-01,Mary Queen Of Peace Health Centre III,234.0,True
2023-07-01,Mary Queen Of Peace Health Centre III,135.0,False
2023-08-01,Mary Queen Of Peace Health Centre III,125.0,False
2023-09-01,Mary Queen Of Peace Health Centre III,128.0,False
2023-10-01,Mary Queen Of Peace Health Centre III,149.0,False
2023-11-01,Mary Queen Of Peace Health Centre III,141.0,False
2023-12-01,Mary Queen Of Peace Health Centre III,63.0,False
2024-01-01,Mary Queen Of Peace Health Centre III,61.0,False
2024-02-01,Mary Queen Of Peace Health Centre III,114.45454545454545,False
2023-03-01,Meeting Point Health Centre II,22.7,False
2023-04-01,Meeting Point Health Centre II,16.0,False
2023-05-01,Meeting Point Health Centre II,16.0,False
2023-06-01,Meeting Point Health Centre II,25.0,False
2023-07-01,Meeting Point Health Centre II,16.0,False
2023-08-01,Meeting Point Health Centre II,30.0,True
2023-09-01,Meeting Point Health Centre II,25.0,False
2023-10-01,Meeting Point Health Centre II,19.0,False
2023-11-01,Meeting Point Health Centre II,26.0,False
2023-12-01,Meeting Point Health Centre II,27.0,False
2024-01-01,Meeting Point Health Centre II,27.0,False
2024-02-01,Meeting Point Health Centre II,22.7,False
2023-03-01,Minakulu (Bobi) Health Centre II,61.0,False
2023-04-01,Minakulu (Bobi) Health Centre II,158.0,True
2023-05-01,Minakulu (Bobi) Health Centre II,110.0,False
2023-06-01,Minakulu (Bobi) Health Centre II,153.0,False
2023-07-01,Minakulu (Bobi) Health Centre II,102.0,False
2023-08-01,Minakulu (Bobi) Health Centre II,97.0,False
2023-09-01,Minakulu (Bobi) Health Centre II,60.0,True
2023-10-01,Minakulu (Bobi) Health Centre II,90.0,False
2023-11-01,Minakulu (Bobi) Health Centre II,85.0,False
2023-12-01,Minakulu (Bobi) Health Centre II,89.0,False
2024-01-01,Minakulu (Bobi) Health Centre II,91.0,False
2024-02-01,Minakulu (Bobi) Health Centre II,99.63636363636364,False
2023-03-01,Mother Angioletta Memorial Clinic,28.0,True
2023-04-01,Mother Angioletta Memorial Clinic,60.0,False
2023-05-01,Mother Angioletta Memorial Clinic,108.0,False
2023-06-01,Mother Angioletta Memorial Clinic,93.0,False
2023-07-01,Mother Angioletta Memorial Clinic,66.0,False
2023-08-01,Mother Angioletta Memorial Clinic,59.0,False
2023-09-01,Mother Angioletta Memorial Clinic,42.0,False
2023-10-01,Mother Angioletta Memorial Clinic,111.0,False
2023-11-01,Mother Angioletta Memorial Clinic,51.0,False
2023-12-01,Mother Angioletta Memorial Clinic,116.0,True
2024-01-01,Mother Angioletta Memorial Clinic,81.0,False
2024-02-01,Mother Angioletta Memorial Clinic,74.0909090909091,False
2023-03-01,Mother Health International Health Centre II,23.0,True
2023-04-01,Mother Health International Health Centre II,57.55555555555556,False
2023-05-01,Mother Health International Health Centre II,111.0,False
2023-06-01,Mother Health International Health Centre II,111.0,False
2023-07-01,Mother Health International Health Centre II,57.55555555555556,False
2023-08-01,Mother Health International Health Centre II,84.0,False
2023-09-01,Mother Health International Health Centre II,25.0,False
2023-10-01,Mother Health International Health Centre II,44.0,False
2023-11-01,Mother Health International Health Centre II,53.0,False
2023-12-01,Mother Health International Health Centre II,34.0,False
2024-01-01,Mother Health International Health Centre II,33.0,False
2024-02-01,Mother Health International Health Centre II,57.55555555555556,False
2023-03-01,Mucwini Health Centre III,672.0,False
2023-04-01,Mucwini Health Centre III,392.0,True
2023-05-01,Mucwini Health Centre III,790.0,False
2023-06-01,Mucwini Health Centre III,1373.0,False
2023-07-01,Mucwini Health Centre III,828.0,False
2023-08-01,Mucwini Health Centre III,1191.0,False
2023-09-01,Mucwini Health Centre III,1375.0,True
2023-10-01,Mucwini Health Centre III,1023.0,False
2023-11-01,Mucwini Health Centre III,674.0,False
2023-12-01,Mucwini Health Centre III,610.0,False
2024-01-01,Mucwini Health Centre III,782.0,False
2024-02-01,Mucwini Health Centre III,882.7272727272727,False
2023-03-01,Mutema Health Centre II,288.0,False
2023-04-01,Mutema Health Centre II,276.0,False
2023-05-01,Mutema Health Centre II,91.0,False
2023-06-01,Mutema Health Centre II,744.0,True
2023-07-01,Mutema Health Centre II,733.0,False
2023-08-01,Mutema Health Centre II,588.0,False
2023-09-01,Mutema Health Centre II,485.0,False
2023-10-01,Mutema Health Centre II,505.0,False
2023-11-01,Mutema Health Centre II,473.0,False
2023-12-01,Mutema Health Centre II,266.0,False
2024-01-01,Mutema Health Centre II,4.0,True
2024-02-01,Mutema Health Centre II,404.8181818181818,False
2023-03-01,Namokora Health Centre IV,279.0,False
2023-04-01,Namokora Health Centre IV,110.0,True
2023-05-01,Namokora Health Centre IV,630.0,False
2023-06-01,Namokora Health Centre IV,1038.0,False
2023-07-01,Namokora Health Centre IV,1311.0,False
2023-08-01,Namokora Health Centre IV,1502.0,False
2023-09-01,Namokora Health Centre IV,1538.0,True
2023-10-01,Namokora Health Centre IV,1334.0,False
2023-11-01,Namokora Health Centre IV,1122.0,False
2023-12-01,Namokora Health Centre IV,867.0,False
2024-01-01,Namokora Health Centre IV,958.0,False
2024-02-01,Namokora Health Centre IV,971.7272727272727,False
2023-03-01,New Life Health Centre III,13.0,False
2023-04-01,New Life Health Centre III,25.0,False
2023-05-01,New Life Health Centre III,31.0,True
2023-06-01,New Life Health Centre III,30.0,False
2023-07-01,New Life Health Centre III,28.0,False
2023-08-01,New Life Health Centre III,11.0,True
2023-09-01,New Life Health Centre III,17.0,False
2023-10-01,New Life Health Centre III,18.0,False
2023-11-01,New Life Health Centre III,14.0,False
2023-12-01,New Life Health Centre III,23.0,False
2024-01-01,New Life Health Centre III,12.0,False
2024-02-01,New Life Health Centre III,20.181818181818183,False
2023-03-01,Ngomoromo Health Centre II,123.0,False
2023-04-01,Ngomoromo Health Centre II,81.0,False
2023-05-01,Ngomoromo Health Centre II,347.0,False
2023-06-01,Ngomoromo Health Centre II,249.0,False
2023-07-01,Ngomoromo Health Centre II,217.0,False
2023-08-01,Ngomoromo Health Centre II,245.0,False
2023-09-01,Ngomoromo Health Centre II,464.0,True
2023-10-01,Ngomoromo Health Centre II,345.0,False
2023-11-01,Ngomoromo Health Centre II,326.0,False
2023-12-01,Ngomoromo Health Centre II,9.0,True
2024-01-01,Ngomoromo Health Centre II,240.6,False
2024-02-01,Ngomoromo Health Centre II,240.6,False
2023-03-01,Nimaro Medical Clinic,24.0,True
2023-04-01,Nimaro Medical Clinic,29.0,False
2023-05-01,Nimaro Medical Clinic,41.0,False
2023-06-01,Nimaro Medical Clinic,38.0,False
2023-07-01,Nimaro Medical Clinic,43.0,False
2023-08-01,Nimaro Medical Clinic,31.0,False
2023-09-01,Nimaro Medical Clinic,43.0,False
2023-10-01,Nimaro Medical Clinic,49.0,False
2023-11-01,Nimaro Medical Clinic,33.0,False
2023-12-01,Nimaro Medical Clinic,35.0,False
2024-01-01,Nimaro Medical Clinic,49.0,False
2024-02-01,Nimaro Medical Clinic,37.72727272727273,False
2023-03-01,Numem Health Care Centre Clinic,198.0,True
2023-04-01,Numem Health Care Centre Clinic,223.0,False
2023-05-01,Numem Health Care Centre Clinic,418.0,False
2023-06-01,Numem Health Care Centre Clinic,562.0,True
2023-07-01,Numem Health Care Centre Clinic,381.0,False
2023-08-01,Numem Health Care Centre Clinic,455.0,False
2023-09-01,Numem Health Care Centre Clinic,497.0,False
2023-10-01,Numem Health Care Centre Clinic,388.0,False
2023-11-01,Numem Health Care Centre Clinic,296.0,False
2023-12-01,Numem Health Care Centre Clinic,352.0,False
2024-01-01,Numem Health Care Centre Clinic,313.0,False
2024-02-01,Numem Health Care Centre Clinic,371.1818181818182,False
2023-03-01,NUMES Medical Centre,17.0,True
2023-04-01,NUMES Medical Centre,26.0,False
2023-05-01,NUMES Medical Centre,23.0,False
2023-06-01,NUMES Medical Centre,37.0,False
2023-07-01,NUMES Medical Centre,46.0,True
2023-08-01,NUMES Medical Centre,44.0,False
2023-09-01,NUMES Medical Centre,22.0,False
2023-10-01,NUMES Medical Centre,28.0,False
2023-11-01,NUMES Medical Centre,40.0,False
2023-12-01,NUMES Medical Centre,22.0,False
2024-01-01,NUMES Medical Centre,29.0,False
2024-02-01,NUMES Medical Centre,18.0,False
2023-03-01,Oberabic Health Centre II,190.0,False
2023-04-01,Oberabic Health Centre II,68.0,True
2023-05-01,Oberabic Health Centre II,319.0,False
2023-06-01,Oberabic Health Centre II,286.0,False
2023-07-01,Oberabic Health Centre II,220.0,False
2023-08-01,Oberabic Health Centre II,322.0,False
2023-09-01,Oberabic Health Centre II,367.0,False
2023-10-01,Oberabic Health Centre II,305.0,False
2023-11-01,Oberabic Health Centre II,379.0,False
2023-12-01,Oberabic Health Centre II,407.0,True
2024-01-01,Oberabic Health Centre II,328.0,False
2024-02-01,Oberabic Health Centre II,290.09090909090907,False
2023-03-01,Obolokome Health Centre II,293.0,False
2023-04-01,Obolokome Health Centre II,234.0,False
2023-05-01,Obolokome Health Centre II,834.0,False
2023-06-01,Obolokome Health Centre II,817.0,False
2023-07-01,Obolokome Health Centre II,798.0,False
2023-08-01,Obolokome Health Centre II,903.0,True
2023-09-01,Obolokome Health Centre II,625.0,False
2023-10-01,Obolokome Health Centre II,478.0,False
2023-11-01,Obolokome Health Centre II,445.0,False
2023-12-01,Obolokome Health Centre II,210.0,False
2024-01-01,Obolokome Health Centre II,93.0,True
2024-02-01,Obolokome Health Centre II,520.9090909090909,False
2023-03-01,Obyen Health Centre II,374.0,False
2023-04-01,Obyen Health Centre II,225.0,True
2023-05-01,Obyen Health Centre II,664.0,False
2023-06-01,Obyen Health Centre II,703.0,False
2023-07-01,Obyen Health Centre II,950.0,True
2023-08-01,Obyen Health Centre II,730.0,False
2023-09-01,Obyen Health Centre II,397.0,False
2023-10-01,Obyen Health Centre II,569.0,False
2023-11-01,Obyen Health Centre II,543.0,False
2023-12-01,Obyen Health Centre II,481.0,False
2024-01-01,Obyen Health Centre II,233.0,False
2024-02-01,Obyen Health Centre II,533.5454545454545,False
2023-03-01,Odek Health Centre III,640.0,False
2023-04-01,Odek Health Centre III,765.0,False
2023-05-01,Odek Health Centre III,675.0,False
2023-06-01,Odek Health Centre III,870.0,False
2023-07-01,Odek Health Centre III,818.0,False
2023-08-01,Odek Health Centre III,639.0,False
2023-09-01,Odek Health Centre III,524.0,False
2023-10-01,Odek Health Centre III,935.0,True
2023-11-01,Odek Health Centre III,760.0,False
2023-12-01,Odek Health Centre III,503.0,False
2024-01-01,Odek Health Centre III,454.0,True
2024-02-01,Odek Health Centre III,689.3636363636364,False
2023-03-01,Odokomit Health Centre II,526.0,False
2023-04-01,Odokomit Health Centre II,232.0,False
2023-05-01,Odokomit Health Centre II,280.0,False
2023-06-01,Odokomit Health Centre II,483.0,False
2023-07-01,Odokomit Health Centre II,674.0,False
2023-08-01,Odokomit Health Centre II,982.0,True
2023-09-01,Odokomit Health Centre II,18.0,True
2023-10-01,Odokomit Health Centre II,409.0,False
2023-11-01,Odokomit Health Centre II,564.0,False
2023-12-01,Odokomit Health Centre II,384.0,False
2024-01-01,Odokomit Health Centre II,135.0,False
2024-02-01,Odokomit Health Centre II,426.09090909090907,False
2023-03-01,Odokonyero Health Centre II,188.0,False
2023-04-01,Odokonyero Health Centre II,301.0,False
2023-05-01,Odokonyero Health Centre II,122.0,False
2023-06-01,Odokonyero Health Centre II,522.0,False
2023-07-01,Odokonyero Health Centre II,654.0,True
2023-08-01,Odokonyero Health Centre II,119.0,False
2023-09-01,Odokonyero Health Centre II,0.0,True
2023-10-01,Odokonyero Health Centre II,270.0,False
2023-11-01,Odokonyero Health Centre II,414.0,False
2023-12-01,Odokonyero Health Centre II,228.0,False
2024-01-01,Odokonyero Health Centre II,229.0,False
2024-02-01,Odokonyero Health Centre II,277.0,False
2023-03-01,Ogago Health Centre II,263.0,False
2023-04-01,Ogago Health Centre II,168.0,False
2023-05-01,Ogago Health Centre II,611.0,False
2023-06-01,Ogago Health Centre II,705.0,False
2023-07-01,Ogago Health Centre II,1446.0,True
2023-08-01,Ogago Health Centre II,838.0,False
2023-09-01,Ogago Health Centre II,233.0,False
2023-10-01,Ogago Health Centre II,434.0,False
2023-11-01,Ogago Health Centre II,697.0,False
2023-12-01,Ogago Health Centre II,284.0,False
2024-01-01,Ogago Health Centre II,118.0,True
2024-02-01,Ogago Health Centre II,527.0,False
2023-03-01,Ogako Health Centre II,276.0,False
2023-04-01,Ogako Health Centre II,206.0,False
2023-05-01,Ogako Health Centre II,353.0,False
2023-06-01,Ogako Health Centre II,519.0,False
2023-07-01,Ogako Health Centre II,665.0,False
2023-08-01,Ogako Health Centre II,543.0,False
2023-09-01,Ogako Health Centre II,418.0,False
2023-10-01,Ogako Health Centre II,342.0,False
2023-11-01,Ogako Health Centre II,818.0,True
2023-12-01,Ogako Health Centre II,202.0,True
2024-01-01,Ogako Health Centre II,252.0,False
2024-02-01,Ogako Health Centre II,417.6363636363636,False
2023-03-01,Ogom Health Centre III,236.0,True
2023-04-01,Ogom Health Centre III,282.0,False
2023-05-01,Ogom Health Centre III,612.0,False
2023-06-01,Ogom Health Centre III,709.0,False
2023-07-01,Ogom Health Centre III,860.0,True
2023-08-01,Ogom Health Centre III,613.0,False
2023-09-01,Ogom Health Centre III,297.0,False
2023-10-01,Ogom Health Centre III,319.0,False
2023-11-01,Ogom Health Centre III,533.0,False
2023-12-01,Ogom Health Centre III,476.0,False
2024-01-01,Ogom Health Centre III,319.0,False
2024-02-01,Ogom Health Centre III,477.8181818181818,False
2023-03-01,Ogonyo Health Centre III,401.0,False
2023-04-01,Ogonyo Health Centre III,357.0,False
2023-05-01,Ogonyo Health Centre III,497.0,False
2023-06-01,Ogonyo Health Centre III,547.0,False
2023-07-01,Ogonyo Health Centre III,842.0,True
2023-08-01,Ogonyo Health Centre III,632.0,False
2023-09-01,Ogonyo Health Centre III,179.0,False
2023-10-01,Ogonyo Health Centre III,232.0,False
2023-11-01,Ogonyo Health Centre III,569.0,False
2023-12-01,Ogonyo Health Centre III,407.0,False
2024-01-01,Ogonyo Health Centre III,311.0,False
2024-02-01,Ogonyo Health Centre III,107.0,True
2023-03-01,Oguta Health Centre II,261.0,False
2023-04-01,Oguta Health Centre II,282.0,False
2023-05-01,Oguta Health Centre II,645.0,False
2023-06-01,Oguta Health Centre II,729.0,True
2023-07-01,Oguta Health Centre II,690.0,False
2023-08-01,Oguta Health Centre II,707.0,False
2023-09-01,Oguta Health Centre II,359.0,False
2023-10-01,Oguta Health Centre II,356.0,False
2023-11-01,Oguta Health Centre II,410.0,False
2023-12-01,Oguta Health Centre II,164.0,False
2024-01-01,Oguta Health Centre II,0.0,True
2024-02-01,Oguta Health Centre II,418.45454545454544,False
2023-03-01,Ogwang Kamolo Health Centre II,114.0,False
2023-04-01,Ogwang Kamolo Health Centre II,59.0,True
2023-05-01,Ogwang Kamolo Health Centre II,288.0,False
2023-06-01,Ogwang Kamolo Health Centre II,316.0,False
2023-07-01,Ogwang Kamolo Health Centre II,408.0,False
2023-08-01,Ogwang Kamolo Health Centre II,356.0,False
2023-09-01,Ogwang Kamolo Health Centre II,489.0,True
2023-10-01,Ogwang Kamolo Health Centre II,239.0,False
2023-11-01,Ogwang Kamolo Health Centre II,410.0,False
2023-12-01,Ogwang Kamolo Health Centre II,306.0,False
2024-01-01,Ogwang Kamolo Health Centre II,165.0,False
2024-02-01,Ogwang Kamolo Health Centre II,286.3636363636364,False
2023-03-01,Oitino Health Centre II,125.0,False
2023-04-01,Oitino Health Centre II,85.0,False
2023-05-01,Oitino Health Centre II,257.0,False
2023-06-01,Oitino Health Centre II,318.0,False
2023-07-01,Oitino Health Centre II,307.0,False
2023-08-01,Oitino Health Centre II,220.0,False
2023-09-01,Oitino Health Centre II,275.0,False
2023-10-01,Oitino Health Centre II,186.0,False
2023-11-01,Oitino Health Centre II,367.0,True
2023-12-01,Oitino Health Centre II,233.0,False
2024-01-01,Oitino Health Centre II,186.0,False
2024-02-01,Oitino Health Centre II,7.0,True
2023-03-01,Okidi Health Centre II,155.0,False
2023-04-01,Okidi Health Centre II,144.0,False
2023-05-01,Okidi Health Centre II,135.0,True
2023-06-01,Okidi Health Centre II,325.0,True
2023-07-01,Okidi Health Centre II,291.0,False
2023-08-01,Okidi Health Centre II,252.0,False
2023-09-01,Okidi Health Centre II,223.0,False
2023-10-01,Okidi Health Centre II,274.0,False
2023-11-01,Okidi Health Centre II,274.0,False
2023-12-01,Okidi Health Centre II,188.0,False
2024-01-01,Okidi Health Centre II,148.0,False
2024-02-01,Okidi Health Centre II,219.0,False
2023-03-01,Okidi Health Centre III,580.0,False
2023-04-01,Okidi Health Centre III,502.0,False
2023-05-01,Okidi Health Centre III,737.0,False
2023-06-01,Okidi Health Centre III,978.0,False
2023-07-01,Okidi Health Centre III,1191.0,True
2023-08-01,Okidi Health Centre III,1095.0,False
2023-09-01,Okidi Health Centre III,607.0,False
2023-10-01,Okidi Health Centre III,85.0,False
2023-11-01,Okidi Health Centre III,46.0,True
2023-12-01,Okidi Health Centre III,673.0,False
2024-01-01,Okidi Health Centre III,525.0,False
2024-02-01,Okidi Health Centre III,638.0909090909091,False
2023-03-01,Okinga Health Centre II,396.0,False
2023-04-01,Okinga Health Centre II,304.0,False
2023-05-01,Okinga Health Centre II,235.0,False
2023-06-01,Okinga Health Centre II,597.0,True
2023-07-01,Okinga Health Centre II,497.0,False
2023-08-01,Okinga Health Centre II,562.0,False
2023-09-01,Okinga Health Centre II,460.0,False
2023-10-01,Okinga Health Centre II,349.0,False
2023-11-01,Okinga Health Centre II,360.0,False
2023-12-01,Okinga Health Centre II,248.0,False
2024-01-01,Okinga Health Centre II,207.0,True
2024-02-01,Okinga Health Centre II,383.1818181818182,False
2023-03-01,Okol Health Centre II,249.0,False
2023-04-01,Okol Health Centre II,89.0,True
2023-05-01,Okol Health Centre II,422.0,False
2023-06-01,Okol Health Centre II,517.0,False
2023-07-01,Okol Health Centre II,485.0,False
2023-08-01,Okol Health Centre II,436.3,False
2023-09-01,Okol Health Centre II,492.0,False
2023-10-01,Okol Health Centre II,488.0,False
2023-11-01,Okol Health Centre II,454.0,False
2023-12-01,Okol Health Centre II,569.0,False
2024-01-01,Okol Health Centre II,598.0,True
2024-02-01,Okol Health Centre II,436.3,False
2023-03-01,Okungedi Health Centre II,368.0,False
2023-04-01,Okungedi Health Centre II,255.0,False
2023-05-01,Okungedi Health Centre II,119.0,False
2023-06-01,Okungedi Health Centre II,871.0,True
2023-07-01,Okungedi Health Centre II,733.0,False
2023-08-01,Okungedi Health Centre II,256.0,False
2023-09-01,Okungedi Health Centre II,45.0,True
2023-10-01,Okungedi Health Centre II,87.0,False
2023-11-01,Okungedi Health Centre II,173.0,False
2023-12-01,Okungedi Health Centre II,71.0,False
2024-01-01,Okungedi Health Centre II,80.0,False
2024-02-01,Okungedi Health Centre II,278.0,False
2023-03-01,Okwadoko Health Centre II,221.0,False
2023-04-01,Okwadoko Health Centre II,292.0,False
2023-05-01,Okwadoko Health Centre II,383.0,False
2023-06-01,Okwadoko Health Centre II,514.0,False
2023-07-01,Okwadoko Health Centre II,847.0,False
2023-08-01,Okwadoko Health Centre II,862.0,True
2023-09-01,Okwadoko Health Centre II,153.0,False
2023-10-01,Okwadoko Health Centre II,366.0,False
2023-11-01,Okwadoko Health Centre II,429.0,False
2023-12-01,Okwadoko Health Centre II,64.0,True
2024-01-01,Okwadoko Health Centre II,204.0,False
2024-02-01,Okwadoko Health Centre II,394.09090909090907,False
2023-03-01,Olinga Health Centre II,333.0,False
2023-04-01,Olinga Health Centre II,409.0,False
2023-05-01,Olinga Health Centre II,286.0,False
2023-06-01,Olinga Health Centre II,499.0,False
2023-07-01,Olinga Health Centre II,849.0,False
2023-08-01,Olinga Health Centre II,561.0,False
2023-09-01,Olinga Health Centre II,262.0,True
2023-10-01,Olinga Health Centre II,534.0,False
2023-11-01,Olinga Health Centre II,854.0,True
2023-12-01,Olinga Health Centre II,463.0,False
2024-01-01,Olinga Health Centre II,319.0,False
2024-02-01,Olinga Health Centre II,488.09090909090907,False
2023-03-01,Olung Health Centre II,116.0,False
2023-04-01,Olung Health Centre II,76.0,True
2023-05-01,Olung Health Centre II,291.0,False
2023-06-01,Olung Health Centre II,802.0,True
2023-07-01,Olung Health Centre II,520.0,False
2023-08-01,Olung Health Centre II,482.0,False
2023-09-01,Olung Health Centre II,311.1,False
2023-10-01,Olung Health Centre II,367.0,False
2023-11-01,Olung Health Centre II,213.0,False
2023-12-01,Olung Health Centre II,119.0,False
2024-01-01,Olung Health Centre II,125.0,False
2024-02-01,Olung Health Centre II,311.1,False
2023-03-01,Olwal Health Centre III,143.0,True
2023-04-01,Olwal Health Centre III,279.0,False
2023-05-01,Olwal Health Centre III,849.0,False
2023-06-01,Olwal Health Centre III,1109.0,True
2023-07-01,Olwal Health Centre III,915.0,False
2023-08-01,Olwal Health Centre III,355.0,False
2023-09-01,Olwal Health Centre III,248.0,False
2023-10-01,Olwal Health Centre III,743.0,False
2023-11-01,Olwal Health Centre III,994.0,False
2023-12-01,Olwal Health Centre III,646.0,False
2024-01-01,Olwal Health Centre III,584.0,False
2024-02-01,Olwal Health Centre III,624.0909090909091,False
2023-03-01,Omee I Health Centre II,328.0,False
2023-04-01,Omee I Health Centre II,120.0,False
2023-05-01,Omee I Health Centre II,45.0,True
2023-06-01,Omee I Health Centre II,400.0,False
2023-07-01,Omee I Health Centre II,370.0,False
2023-08-01,Omee I Health Centre II,340.0,False
2023-09-01,Omee I Health Centre II,405.0,False
2023-10-01,Omee I Health Centre II,854.0,True
2023-11-01,Omee I Health Centre II,424.0,False
2023-12-01,Omee I Health Centre II,133.0,False
2024-01-01,Omee I Health Centre II,51.0,False
2024-02-01,Omee I Health Centre II,315.45454545454544,False
2023-03-01,Omel Health Centre III,230.0,False
2023-04-01,Omel Health Centre III,218.0,True
2023-05-01,Omel Health Centre III,469.0,False
2023-06-01,Omel Health Centre III,683.0,True
2023-07-01,Omel Health Centre III,568.0,False
2023-08-01,Omel Health Centre III,483.0,False
2023-09-01,Omel Health Centre III,430.0,False
2023-10-01,Omel Health Centre III,639.0,False
2023-11-01,Omel Health Centre III,438.0,False
2023-12-01,Omel Health Centre III,377.0,False
2024-01-01,Omel Health Centre III,230.0,False
2024-02-01,Omel Health Centre III,433.1818181818182,False
2023-03-01,Omiya Anyima Health Centre III,334.0,False
2023-04-01,Omiya Anyima Health Centre III,176.0,False
2023-05-01,Omiya Anyima Health Centre III,696.0,False
2023-06-01,Omiya Anyima Health Centre III,1389.0,False
2023-07-01,Omiya Anyima Health Centre III,1686.0,True
2023-08-01,Omiya Anyima Health Centre III,1253.0,False
2023-09-01,Omiya Anyima Health Centre III,115.0,True
2023-10-01,Omiya Anyima Health Centre III,1208.0,False
2023-11-01,Omiya Anyima Health Centre III,831.0,False
2023-12-01,Omiya Anyima Health Centre III,824.0,False
2024-01-01,Omiya Anyima Health Centre III,199.0,False
2024-02-01,Omiya Anyima Health Centre III,791.9090909090909,False
2023-03-01,Omiya Pacwa Health Centre II,226.0,False
2023-04-01,Omiya Pacwa Health Centre II,123.0,False
2023-05-01,Omiya Pacwa Health Centre II,559.0,False
2023-06-01,Omiya Pacwa Health Centre II,676.0,False
2023-07-01,Omiya Pacwa Health Centre II,802.0,False
2023-08-01,Omiya Pacwa Health Centre II,1261.0,True
2023-09-01,Omiya Pacwa Health Centre II,588.0,False
2023-10-01,Omiya Pacwa Health Centre II,444.0,False
2023-11-01,Omiya Pacwa Health Centre II,619.0,False
2023-12-01,Omiya Pacwa Health Centre II,258.0,False
2024-01-01,Omiya Pacwa Health Centre II,39.0,True
