periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-EP01b. Malaria Total,105-EP01c. Malaria Confirmed (B/s and RDT Positive),105-EP01d. Malaria cases treated,105-MC04. Malaria in pregnancy,105-PS01a. Malaria Microscopy - Done,105-PS01b. Malaria Microscopy - Positive,105-PS02a. Malaria RDTs - Done,105-PS02b. Malaria RDTs - Positive,105-SS11a. Malaria Rapid Diagnostic tests - Quantity consumed,105-SS11b. Malaria Rapid Diagnostic tests - Days out of stock,105-SS11c. Malaria Rapid Diagnostic tests - Stock on hand,105-SS11d. Malaria Rapid Diagnostic tests - Quantity Expired
202309,September 2023,202309,,PgRLMNQdejC,Anaka General Hospital,,,520.0,520.0,520.0,3.0,386.0,218.0,263.0,74.0,1550.0,0.0,8525.0,0.0
202309,September 2023,202309,,bLzMzz5fzGQ,Anaka Health Centre II,,,176.0,84.0,,6.0,,,176.0,84.0,176.0,0.0,282.0,0.0
202309,September 2023,202309,,ygTUi4HvPHJ,Angagura Health Centre III,,,454.0,454.0,454.0,1.0,9.0,3.0,930.0,454.0,1300.0,0.0,3850.0,0.0
202309,September 2023,202309,,P2sdfoxH0a7,Angaya Health Centre III,,,318.0,318.0,318.0,26.0,5.0,2.0,594.0,318.0,619.0,0.0,0.0,0.0
202309,September 2023,202309,,LFkCyiudO0u,Angole Health Centre II,,,367.0,367.0,367.0,0.0,0.0,0.0,503.0,367.0,503.0,0.0,5200.0,0.0
202309,September 2023,202309,,VomjjgKAFjr,Apaa Health Centre II,,,,,,,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,MT5KksXURUZ,Aparanga Health Centre II,,,159.0,159.0,159.0,,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,mG8iTKOSCCi,Apyeta Health Centre II,,,378.0,378.0,378.0,5.0,,,449.0,388.0,449.0,5.0,0.0,0.0
202309,September 2023,202309,,SkWkhr3XlQR,Aswa Ranch Health Centre II,,,368.0,368.0,368.0,2.0,,,,,500.0,0.0,3365.0,0.0
202309,September 2023,202309,,SF33CGHTeUn,Atanga Health Centre III,,,423.0,423.0,423.0,4.0,38.0,17.0,719.0,411.0,1000.0,0.0,750.0,0.0
202309,September 2023,202309,,i5CDWEBfo9n,Atiak Health Centre IV,,,580.0,580.0,580.0,4.0,462.0,273.0,502.0,334.0,650.0,0.0,50.0,0.0
202309,September 2023,202309,,Z1dfGmIoSeF,Awach Health Centre IV,,,697.0,693.0,696.0,8.0,203.0,61.0,1317.0,746.0,2175.0,5.0,0.0,0.0
202309,September 2023,202309,,XdXAfIaLuld,Awer Health Centre II,,,441.0,441.0,441.0,5.0,,,587.0,441.0,587.0,10.0,50.0,0.0
202309,September 2023,202309,,arbBXd1KN8n,Awere Health Centre III,,,424.0,424.0,424.0,12.0,20.0,8.0,737.0,428.0,59.0,0.0,212.0,0.0
202309,September 2023,202309,,uhK5lYkfbvk,Awich Health Centre III,,,1624.0,1184.0,1624.0,5.0,1387.0,761.0,584.0,428.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,zardxfXWmkO,Awoo Health Centre III,,,126.0,126.0,126.0,33.0,,,206.0,126.0,225.0,0.0,0.0,0.0
202309,September 2023,202309,,aE0Yzd3YZQ9,Aywee Health Centre III,,,597.0,597.0,597.0,9.0,58.0,12.0,1211.0,591.0,2298.0,0.0,25800.0,0.0
202309,September 2023,202309,,aKP6B0Z5nbZ,Bardege Health Centre III,,,443.0,443.0,443.0,,1.0,1.0,1075.0,452.0,1075.0,0.0,4350.0,0.0
202309,September 2023,202309,,N00TPmBoIls,Bibia Health Centre III,,,369.0,369.0,369.0,2.0,0.0,0.0,0.0,0.0,350.0,4.0,0.0,0.0
202309,September 2023,202309,,aGQqkkQQzXc,Binya Health Centre III,,,170.0,170.0,170.0,15.0,,,,,50.0,31.0,0.0,0.0
202309,September 2023,202309,,UDIcZADBS92,Bira Health Centre II,,,,,,,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,ifmbldJaNrM,Bmj Medical Clinic,,,28.0,28.0,28.0,,,,20.0,11.0,5.0,0.0,10.0,0.0
202309,September 2023,202309,,bah36yY0P6q,Bobi Health Centre III,,,258.0,258.0,258.0,,0.0,0.0,504.0,258.0,925.0,0.0,425.0,0.0
202309,September 2023,202309,,Mg3L2Y1ndt7,Bolo Health Centre II,,,480.0,480.0,480.0,0.0,0.0,0.0,528.0,480.0,0.0,0.0,2425.0,0.0
202309,September 2023,202309,,k1Ady0jT3QS,Bregma Health Centre II,,,96.0,96.0,96.0,,82.0,36.0,99.0,46.0,99.0,0.0,10.0,0.0
202309,September 2023,202309,,aY4QRB6dKBj,Capricon Medical Clinic,,,13.0,13.0,13.0,,20.0,10.0,5.0,5.0,150.0,0.0,50.0,0.0
202309,September 2023,202309,,AbgTvK9gyhA,Care Plus Medical Centre,,,79.0,79.0,79.0,,105.0,81.0,36.0,23.0,36.0,0.0,12.0,0.0
202309,September 2023,202309,,Az3dr4kZboc,Charity Medical Centre,,,,,,,,,,,,,,
202309,September 2023,202309,,gNOc58wzKHx,Child Care Community Centre,,,,,,,,,,,,,,
202309,September 2023,202309,,d9upGtVO7uQ,Chobe Safari Lodge Health Centre II,,,9.0,9.0,9.0,0.0,0.0,0.0,19.0,8.0,19.0,0.0,65.0,0.0
202309,September 2023,202309,,yBp7s5Kti5g,Clinic Wiya Agweng,,,,,,,,,,,,,,
202309,September 2023,202309,,aoBupw5zrMP,Comboni Samaritans Health Centre II,,,128.0,128.0,128.0,2.0,57.0,28.0,280.0,100.0,337.0,0.0,1092.0,0.0
202309,September 2023,202309,,pXRws5D6wrR,Community Clinic,,,,,,,257.0,147.0,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,KBjtlZguP00,Coope Health Centre II,,,273.0,273.0,273.0,5.0,,,397.0,271.0,271.0,0.0,675.0,0.0
202309,September 2023,202309,,rKGazd2JbUJ,Corom Health Centre II,,,695.0,695.0,695.0,12.0,,,815.0,691.0,750.0,0.0,400.0,0.0
202309,September 2023,202309,,gzqo9YKPZx1,Cubu Community Health Centre II,,,514.0,514.0,514.0,,,,658.0,514.0,658.0,20.0,0.0,0.0
202309,September 2023,202309,,apGje3lIGEP,Cwero Health Centre III,,,468.0,468.0,468.0,7.0,,,820.0,466.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,G51dLKvQTxh,David Fagerlee's Medical Centre,,,123.0,123.0,123.0,6.0,6.0,1.0,254.0,122.0,222.0,0.0,20.0,0.0
202309,September 2023,202309,,XBRMWAS3FO2,Dibolyec Health Centre II,,,586.0,304.0,586.0,18.0,,,401.0,304.0,401.0,20.0,0.0,0.0
202309,September 2023,202309,,yEukLFOEQ1X,Dino Health Centre II,,,266.0,266.0,266.0,29.0,,,369.0,266.0,369.0,0.0,1450.0,0.0
202309,September 2023,202309,,CK05rJs1H25,Diocese Of Kitgum Health Centre II,,,86.0,86.0,86.0,3.0,54.0,37.0,108.0,81.0,103.0,0.0,3100.0,0.0
202309,September 2023,202309,,y8q1syPdfdK,Dr. Ambrosoli Memorial Hospital Kalongo,,,604.0,604.0,604.0,34.0,2549.0,1015.0,1507.0,1027.0,2270.0,0.0,9250.0,0.0
202309,September 2023,202309,,fLGGzlZfyOJ,Dream Health Centre III,,,75.0,75.0,75.0,0.0,123.0,69.0,50.0,39.0,75.0,0.0,50.0,0.0
202309,September 2023,202309,,Du5ZInfaPW0,Dure Health Centre II,,,335.0,335.0,335.0,0.0,0.0,0.0,562.0,335.0,1200.0,0.0,1250.0,0.0
202309,September 2023,202309,,IewGdN6LaWm,Emmanuel Clinic (Koro),,,,,,,,,,,,,,
202309,September 2023,202309,,s6nvpDfR2Vg,Exodus Health Centre II,,,78.0,78.0,78.0,,166.0,72.0,14.0,6.0,14.0,0.0,16.0,0.0
202309,September 2023,202309,,aLYCBzAcgPU,Fitzmann Medical and Dental Clinic,,,94.0,94.0,94.0,,431.0,92.0,6.0,2.0,,,,
202309,September 2023,202309,,JzFXi2QJM1b,Flama Health Centre II,,,30.0,30.0,30.0,5.0,5.0,,58.0,29.0,58.0,0.0,174.0,0.0
202309,September 2023,202309,,UUxtPvznkZX,Flama Uganda Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,DgcoJ3W21vA,Flama Uganda Health Centre II,,,138.0,138.0,137.0,11.0,14.0,3.0,687.0,160.0,687.0,0.0,700.0,0.0
202309,September 2023,202309,,AcJBataZEgg,Florence Medic Drug Supplies Health Centre II,,,,,,,,,,,,,,
202309,September 2023,202309,,FvWwsC1Skpw,Geofrey Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,WgXtPbUAyJD,Geregere Health Centre II,,,253.0,253.0,253.0,8.0,,,281.0,367.0,50.0,0.0,50.0,0.0
202309,September 2023,202309,,UpumtCGZcN0,Glanhor Clinic,,,154.0,154.0,154.0,10.0,151.0,132.0,34.0,22.0,34.0,30.0,12.0,0.0
202309,September 2023,202309,,i37kvNZojdz,God's Mercy Health Centre II,,,30.0,30.0,30.0,2.0,,,10.0,6.0,10.0,0.0,20.0,0.0
202309,September 2023,202309,,Rm1RDQip79X,Good Hope Medical Centre (Lamwo) Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,LIuykl04kI9,Good Hope Medical Centre(Gulu) Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,TF8Nekqc89W,Goodsheperd Health Centre II,,,378.0,378.0,378.0,,0.0,0.0,581.0,378.0,582.0,0.0,3280.0,0.0
202309,September 2023,202309,,fLjNMAg4ymN,Goodwilll Polyclinic,,,,,,,,,,,,,,
202309,September 2023,202309,,C8f6w3L7MNE,Gotapwoyo Health Centre III,,,,,,,,,,,,,,
202309,September 2023,202309,,RefkDqDX6jq,Gracius Clinic and Maternity Home,,,59.0,59.0,59.0,8.0,106.0,85.0,19.0,9.0,25.0,0.0,50.0,0.0
202309,September 2023,202309,,RsY5tCgiuHp,Gulu Independent Hospital,,,20.0,20.0,20.0,3.0,188.0,214.0,83.0,12.0,83.0,0.0,25.0,0.0
202309,September 2023,202309,,ac0AKXEU6Cz,Gulu Lifeline Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,x1UaYpPwx6c,Gulu Military General Hospital,,,318.0,318.0,318.0,22.0,86.0,16.0,1010.0,243.0,1300.0,0.0,625.0,0.0
202309,September 2023,202309,,afGTmR6EesS,Gulu Police Health Centre III,,,149.0,149.0,149.0,3.0,253.0,71.0,305.0,82.0,250.0,14.0,0.0,0.0
202309,September 2023,202309,,i7JbInoEb2D,Gulu Prisons Health Centre III,,,188.0,188.0,188.0,,101.0,33.0,596.0,155.0,625.0,0.0,575.0,0.0
202309,September 2023,202309,,QDc7Wijvfca,Gulu Regional Referral Hospital,,,240.0,240.0,240.0,,565.0,116.0,1216.0,360.0,2225.0,0.0,11150.0,0.0
202309,September 2023,202309,,GDyo7zIJZ29,Gulu University Health Centre II,,,333.0,333.0,333.0,,15.0,3.0,781.0,330.0,781.0,0.0,715.0,0.0
202309,September 2023,202309,,pVtYCy55mn4,Gulu Women Prisons Health Centre II,,,11.0,11.0,11.0,,,,19.0,11.0,0.0,0.0,1500.0,0.0
202309,September 2023,202309,,qZUu0ylcHTa,Gulu Youth Health Centre II,,,,,,,,,,,,,,
202309,September 2023,202309,,l25J2D2A6R3,Guruguru Health Centre II,,,53.0,51.0,51.0,,,,85.0,56.0,60.0,21.0,25.0,0.0
202309,September 2023,202309,,resqo4n29Tk,Gweng-Coo Health Centre II,,,423.0,423.0,423.0,7.0,,,535.0,423.0,950.0,0.0,925.0,0.0
202309,September 2023,202309,,F6wXWJHDAlo,Gwengdiya Health Centre II,,,427.0,427.0,427.0,11.0,,,627.0,427.0,595.0,0.0,1398.0,0.0
202309,September 2023,202309,,iRuin8Wmvzp,Healing Hand Medical Centre,,,189.0,189.0,189.0,,,,290.0,176.0,300.0,0.0,50.0,0.0
202309,September 2023,202309,,QScw1OtIUHL,Heritage Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,S0RHvHct4uS,International Medical Centre,,,228.0,228.0,228.0,,655.0,71.0,109.0,20.0,,,,
202309,September 2023,202309,,OSehC9j4JV1,Irene Gleeson Foundation Health Centre II,,,36.0,36.0,36.0,,42.0,26.0,11.0,6.0,11.0,0.0,14.0,0.0
202309,September 2023,202309,,xutXNJwdyaK,Jafo Medical Centre Clinic,,,70.0,70.0,70.0,4.0,62.0,62.0,7.0,3.0,1679.0,0.0,35.0,0.0
202309,September 2023,202309,,am0vQYNJohR,Jengari Health Centre II,,,259.0,259.0,259.0,,,,385.0,259.0,385.0,0.0,25.0,0.0
202309,September 2023,202309,,CHsbmLO3U5C,Jildo Irwa Health Centre II,,,,,,,,,,,,,,
202309,September 2023,202309,,mErpRZrtmz8,Kabala Health Centre II,,,466.0,466.0,466.0,37.0,,,563.0,466.0,567.0,0.0,156.0,0.0
202309,September 2023,202309,,cStwSlODOpK,Kal Alii Health Centre II,,,478.0,478.0,478.0,8.0,0.0,0.0,776.0,478.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,jWmjHpZqNtY,Kaladima Health Centre III,,,689.0,689.0,689.0,,,,,,432.0,21.0,0.0,0.0
202309,September 2023,202309,,u7JAnlZqo5D,Kaladima Prisons Clinic,,,,,,,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,p0bIifvmV47,Kapeta Health Centre II,,,101.0,101.0,101.0,15.0,,,138.0,101.0,225.0,0.0,225.0,0.0
202309,September 2023,202309,,huR6kAEICw4,Karin Medical Health Centre III,,,71.0,71.0,71.0,23.0,125.0,42.0,51.0,17.0,325.0,0.0,1075.0,0.0
202309,September 2023,202309,,a4WmbJQWIME,Katum Health Centre III,,,550.0,550.0,550.0,4.0,,,601.0,417.0,725.0,0.0,25.0,0.0
202309,September 2023,202309,,AJxamlmKn2x,Keyo Health Centre II,,,441.0,441.0,441.0,,,,,,587.0,10.0,0.0,0.0
202309,September 2023,202309,,UZYxp87I4oX,Keyo Medical Health Centre II,,,,,,,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,VP7U4YcD16g,Kibar Health Centre III,,,53.0,53.0,53.0,,,,82.0,53.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,e2i5c23d8cq,Kilak Health Centre III,,,553.0,553.0,553.0,21.0,29.0,20.0,867.0,55.0,1475.0,0.0,2800.0,0.0
202309,September 2023,202309,,P2QYI0kDGW3,Kineni Prision Health Centre II,,,,,,,,,,,,,,
202309,September 2023,202309,,z2LfysbyF9U,Kitgum General Hospital,,,873.0,873.0,873.0,50.0,2563.0,963.0,273.0,103.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,f7pQNP83wd9,Kitgum Maternity and Medical Centre,,,,,,,,,,,,,,
202309,September 2023,202309,,v3S6pvqS63U,Kitgum Police Health Centre II,,,49.0,49.0,49.0,,,,69.0,49.0,69.0,14.0,0.0,0.0
202309,September 2023,202309,,MvWfNbmsyfy,Kitgum Prisons Health Centre II,,,34.0,34.0,34.0,,,,93.0,34.0,93.0,0.0,550.0,0.0
202309,September 2023,202309,,JEOnniXpbdj,Kitgum Youth Centre Clinic,,,44.0,44.0,44.0,,,,98.0,49.0,94.0,0.0,154.0,0.0
202309,September 2023,202309,,aKgreJPVnve,Kitgum-Matidi Health Centre III,,,929.0,929.0,929.0,19.0,,,,,1444.0,0.0,2750.0,0.0
202309,September 2023,202309,,NdIteLoT2FC,Koch Goma Health Centre III,,,650.0,650.0,561.0,9.0,20.0,12.0,1092.0,647.0,1092.0,0.0,1750.0,0.0
202309,September 2023,202309,,uG6WV4UKNaB,Koch Lii Health Centre III,,,345.0,345.0,345.0,23.0,,,627.0,318.0,627.0,0.0,75.0,0.0
202309,September 2023,202309,,ASNnd0et215,Kokil Health Centre II,,,623.0,623.0,623.0,11.0,,,684.0,626.0,725.0,0.0,675.0,0.0
202309,September 2023,202309,,jnS54maqjwy,Kony-Kwo Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,oYdsJ8kS1JS,Koro Abili Health Centre II,,,224.0,224.0,224.0,3.0,,,,,425.0,15.0,0.0,0.0
202309,September 2023,202309,,xErihzThO6h,Kotomor Health Centre III,,,601.0,601.0,601.0,,15.0,10.0,1099.0,500.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,TTIgbcijnJz,Kuywee Health Centre II,,,762.0,762.0,762.0,3.0,,,1001.0,897.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,fIGI5AZsJHF,Kwonkic Health Centre II,,,162.0,162.0,162.0,,,,212.0,162.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,Tvayfd3cIU2,Labongogali Health Centre III,,,267.0,118.0,317.0,,,,200.0,100.0,250.0,20.0,0.0,0.0
202309,September 2023,202309,,tR6T1FslkZe,Labora Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,ltWFhjfI6qF,Labworomor Health Centre III,,,479.0,479.0,479.0,7.0,4.0,1.0,837.0,479.0,1125.0,0.0,3500.0,0.0
202309,September 2023,202309,,uGfXrLtYv7J,Lacor Opit Health Centre III,,,382.0,382.0,382.0,50.0,484.0,286.0,325.0,100.0,450.0,0.0,525.0,0.0
202309,September 2023,202309,,FNTxj1oKTQd,Lacor-Pabbo Health Centre III,,,449.0,449.0,449.0,19.0,88.0,30.0,863.0,487.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,go1XRnoCBUU,Lagile Health Centre II,,,459.0,459.0,459.0,0.0,0.0,0.0,649.0,459.0,875.0,0.0,4800.0,0.0
202309,September 2023,202309,,GYYFVZOZ3gz,Lagot Health Centre II,,,620.0,620.0,620.0,5.0,,,672.0,620.0,672.0,0.0,2500.0,0.0
202309,September 2023,202309,,ynatvEoBz7A,Laguti Health Centre III,,,487.0,487.0,487.0,5.0,9.0,6.0,727.0,480.0,2350.0,0.0,6450.0,0.0
202309,September 2023,202309,,fOcpxbnY878,Lakony Medcal Centre,,,28.0,28.0,28.0,,,,50.0,23.0,0.0,0.0,0.0,0.0
202309,September 2023,202309,,qKVewTpVtG6,Lakwatomer Health Centre III,,,37.0,37.0,37.0,7.0,,,37.0,37.0,125.0,7.0,0.0,0.0
202309,September 2023,202309,,qDsAKcIKGZy,Lakwor Health Centre II,,,684.0,684.0,684.0,12.0,,,914.0,684.0,930.0,0.0,200.0,0.0
202309,September 2023,202309,,Kz91AKphExv,Lalekan Health Centre II,,,1208.0,1208.0,1208.0,16.0,,,1876.0,1208.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,Dxbu2QPZahI,Lalogi Health Centre IV,,,717.0,717.0,717.0,15.0,646.0,213.0,814.0,746.0,350.0,5.0,500.0,0.0
202309,September 2023,202309,,gEJIdy608EI,Lamiyo Health Centre III,,,751.0,751.0,751.0,3.0,,,1032.0,761.0,1056.0,0.0,600.0,0.0
202309,September 2023,202309,,EsNOJ2SO3pj,Lamwo Prisons Health Centre II,,,22.0,22.0,22.0,,,,,,43.0,0.0,109.0,0.0
202309,September 2023,202309,,ede2KlZ1gtL,Lanenober Health Centre III,,,237.0,237.0,237.0,35.0,0.0,,539.0,,539.0,0.0,3525.0,0.0
202309,September 2023,202309,,w4z6Vt9nkBs,Langol Health Centre II,,,117.0,117.0,117.0,9.0,0.0,0.0,179.0,103.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,o919aB1NWyq,Lanyirinyiri Health Centre II,,,398.0,398.0,398.0,8.0,,,527.0,398.0,650.0,14.0,0.0,0.0
202309,September 2023,202309,,EsXcenXz99W,Lapainat Health Centre III,,,306.0,306.0,306.0,14.0,313.0,161.0,170.0,90.0,4.0,17.0,0.0,0.0
202309,September 2023,202309,,FvZUwmuSrzB,Lapeta Health Centre II,,,16.0,16.0,16.0,2.0,,,26.0,16.0,100.0,0.0,25.0,0.0
202309,September 2023,202309,,FHLViw9IqR6,Lapirin Health Centre III,,,832.0,832.0,832.0,18.0,,,1182.0,812.0,1250.0,0.0,25.0,0.0
202309,September 2023,202309,,UUt3ZtL1hIJ,Lapul Health Centre III,,,705.0,705.0,705.0,5.0,26.0,17.0,976.0,689.0,980.0,0.0,11775.0,0.0
202309,September 2023,202309,,lgz0xxaxfhr,Lapulocwida Health Centre III,,,551.0,551.0,551.0,41.0,0.0,0.0,1016.0,652.0,1050.0,0.0,100.0,0.0
202309,September 2023,202309,,elqHQKpMveQ,Laroo Health Centre III,,,325.0,325.0,325.0,,87.0,39.0,933.0,291.0,1067.0,0.0,200.0,0.0
202309,September 2023,202309,,kBBhLlLFodJ,Latanya Health Centre II,,,317.0,317.0,317.0,4.0,18.0,5.0,527.0,336.0,100.0,0.0,50.0,0.0
202309,September 2023,202309,,Z0euhskPX5T,Latigi Health Centre II,,,367.0,367.0,367.0,4.0,0.0,0.0,605.0,367.0,500.0,0.0,400.0,0.0
202309,September 2023,202309,,u3JBwviodwN,Latoro Health Centre II,,,408.0,408.0,408.0,,,,,,600.0,0.0,2500.0,0.0
202309,September 2023,202309,,CADR9HaNyWH,Lawire Health Centre II,,,565.0,565.0,565.0,9.0,0.0,0.0,750.0,565.0,750.0,0.0,7975.0,0.0
202309,September 2023,202309,,hhz818sQTkO,Lawiyeadul Health Centre II,,,369.0,369.0,369.0,2.0,0.0,0.0,467.0,369.0,467.0,0.0,0.0,0.0
202309,September 2023,202309,,n8DIemz1Xoh,Layibi Techo Health Centre III,,,314.0,314.0,314.0,9.0,2.0,,743.0,304.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,gvwYnobdOdM,Layita Health Centre III,,,95.0,95.0,95.0,1.0,,,103.0,95.0,103.0,0.0,0.0,0.0
202309,September 2023,202309,,tbLOoJ5HpgT,Lela-Obaro Health Centre II,,,229.0,229.0,229.0,14.0,0.0,0.0,0.0,0.0,400.0,0.0,675.0,0.0
202309,September 2023,202309,,JIhuoOFwtAr,Light Rays Uganda Health Centre II,,,176.0,176.0,176.0,16.0,61.0,24.0,401.0,176.0,316.0,0.0,881.0,0.0
202309,September 2023,202309,,h0zUXZyCyJL,Ligiligi Health Centre II,,,450.0,450.0,450.0,4.0,,,569.0,450.0,450.0,14.0,0.0,0.0
202309,September 2023,202309,,pBrduMkhHQy,Lira Kaket Health Centre II,,,115.0,115.0,115.0,,,,178.0,102.0,180.0,0.0,125.0,0.0
202309,September 2023,202309,,a9ZI6jNBqXx,Lira Kato Health Centre III,,,590.0,590.0,590.0,8.0,37.0,14.0,906.0,576.0,875.0,0.0,50.0,0.0
202309,September 2023,202309,,aNM5X9P50rl,Lira Palwo Health Centre III,,,834.0,834.0,834.0,27.0,37.0,29.0,967.0,805.0,967.0,7.0,0.0,0.0
202309,September 2023,202309,,WgmL7qQcVxV,Loborom Health Centre III,,,1213.0,1213.0,1213.0,5.0,24.0,15.0,1834.0,1213.0,1700.0,0.0,4650.0,0.0
202309,September 2023,202309,,MV2QkTgUIz1,Lokung Health Centre III,,,841.0,841.0,841.0,35.0,349.0,158.0,1229.0,683.0,65.0,30.0,50.0,0.0
202309,September 2023,202309,,CU6IfK8lFaQ,Lorado Medical Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,SsSHoj0KsxS,Loyoajonga Health Centre III,,,659.0,659.0,659.0,26.0,,,,,1175.0,30.0,0.0,0.0
202309,September 2023,202309,,Gzcd4Zsd8iB,Lugore Health Centre II,,,138.0,138.0,138.0,,0.0,0.0,165.0,138.0,165.0,0.0,50.0,0.0
202309,September 2023,202309,,PQ5WTEpxw8U,Lugore Prisons Health Centre II,,,146.0,146.0,146.0,,244.0,146.0,,,244.0,0.0,75.0,0.0
202309,September 2023,202309,,Fw6WydOY9UR,Lujorongole Health Centre II,,,109.0,109.0,109.0,5.0,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,dIbIL5tIcDi,Lukodi Health Centre II,,,60.0,60.0,60.0,4.0,53.0,42.0,22.0,15.0,24.0,0.0,150.0,0.0
202309,September 2023,202309,,RHk4V3ZlFbx,Lukole Health Centre III,,,1463.0,1463.0,1463.0,16.0,144.0,92.0,1656.0,1371.0,1225.0,10.0,0.0,0.0
202309,September 2023,202309,,Uu40YoS0Mvr,Lukwir Health Centre II,,,,,,,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,ayBEw3mzXtd,Lukwor Health Centre II,,,625.0,625.0,625.0,14.0,,,937.0,625.0,700.0,0.0,500.0,0.0
202309,September 2023,202309,,u5RZ36WcsNN,Lulyango Health Centre II,,,342.0,342.0,342.0,8.0,0.0,0.0,445.0,399.0,450.0,0.0,2000.0,0.0
202309,September 2023,202309,,Yt5KV7Q0Zp4,Lututuru Prisons Health Centre II,,,130.0,85.0,85.0,1.0,,,,,130.0,5.0,0.0,0.0
202309,September 2023,202309,,pulKKykB9je,Madi Kiloch Health Centre II,,,178.0,178.0,178.0,9.0,,,227.0,178.0,5.0,0.0,116.0,0.0
202309,September 2023,202309,,Z3lDSWMFUyS,Madi-Opei Health Centre IV,,,1111.0,1111.0,1111.0,8.0,219.0,91.0,1505.0,982.0,1505.0,4.0,0.0,0.0
202309,September 2023,202309,,dhaWOvNE3VT,Mama Chef Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,aRBRoPNJuhf,Marie Stopes Uganda Gulu Health Centre II,,,48.0,48.0,48.0,0.0,140.0,48.0,0.0,0.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,QyscUadfYko,Mary Immaculate Health Centre II,,,,,,,,,,,,,,
202309,September 2023,202309,,pD07V67nAEZ,Mary Queen Of Peace Health Centre III,,,128.0,128.0,116.0,1.0,168.0,65.0,137.0,63.0,140.0,0.0,100.0,0.0
202309,September 2023,202309,,XyQOt9FlVin,Maternity Home Health Centre II,,,,,,,,,,,,,,
202309,September 2023,202309,,FW0YzouB8dl,Meeting Point Health Centre II,,,25.0,25.0,25.0,,,,45.0,45.0,0.0,30.0,0.0,0.0
202309,September 2023,202309,,TDEdS0suFyQ,Minakulu (Bobi) Health Centre II,,,60.0,60.0,60.0,14.0,42.0,25.0,94.0,58.0,94.0,0.0,825.0,0.0
202309,September 2023,202309,,Vc52QmdPT1X,Mola Medical Centre Clinic,,,,,,,,,,,,,,
202309,September 2023,202309,,n4iwSO6iule,Mother Angioletta Memorial Clinic,,,42.0,42.0,42.0,3.0,166.0,21.0,121.0,23.0,121.0,0.0,325.0,0.0
202309,September 2023,202309,,VdSMFKnHeyT,Mother Health International Health Centre II,,,25.0,25.0,25.0,25.0,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,qKGMj34R5qZ,Mucwini Health Centre III,,,1375.0,1375.0,1375.0,40.0,128.0,60.0,1931.0,1291.0,3600.0,0.0,2450.0,0.0
202309,September 2023,202309,,y6obJSQlHLE,Musgrave Health Centre II,,,,,,,,,,,,,,
202309,September 2023,202309,,M5YKLYHpU1v,Mutema Health Centre II,,,485.0,485.0,485.0,,,,,,0.0,30.0,0.0,0.0
202309,September 2023,202309,,iqr4dCf6xsU,Namokora Health Centre IV,,,1538.0,1538.0,1538.0,46.0,245.0,124.0,2808.0,1514.0,2808.0,0.0,775.0,0.0
202309,September 2023,202309,,v6eIpzse4SO,New Life Health Centre III,,,17.0,17.0,17.0,2.0,43.0,16.0,32.0,13.0,25.0,0.0,575.0,0.0
202309,September 2023,202309,,ahIE2es9s39,Ngomoromo Health Centre II,,,464.0,464.0,464.0,10.0,,,658.0,464.0,658.0,0.0,175.0,0.0
202309,September 2023,202309,,mrFe7PfavEW,Nimaro Medical Clinic,,,43.0,43.0,43.0,0.0,2.0,1.0,121.0,51.0,121.0,0.0,200.0,0.0
202309,September 2023,202309,,bKzZqsPr8zk,Niye Health Centre II,,,,,,,,,,,,,,
